"user_id","gender","married","has_children","birthdate","age","age_group","sign_up_date","signup_month","home_country","home_city","home_airport","home_airport_lat","home_airport_lon","customer_segment","user_id","total_flights","total_hotels","avg_nights_stayed","avg_rooms_booked","total_return_flights","no_hotel_trips","total_night_rooms","avg_trip_duration_days","user_id","total_trips","active_years","customer_type"
"527464","F","false","false","1977-04-20","47","Middle-Aged","2023-01-13","2023-01-01 00:00:00+00","usa","denver","DEN","39.858","-104.667","Urban","527464","5","6","3.6666666666666667","1.1666666666666667","5","3","38","2.6000000000000000","527464","6","1","Business Traveler"
"528942","F","true","true","1968-11-17","56","Senior","2023-01-13","2023-01-01 00:00:00+00","usa","new york","JFK","40.64","-73.779","Urban","528942","6","6","1.5000000000000000","1.00000000000000000000","5","2","9","2.8000000000000000","528942","6","1","Business Traveler"
"530463","F","false","false","1985-03-25","39","Middle-Aged","2023-01-14","2023-01-01 00:00:00+00","usa","seattle","SEA","47.449","-122.309","Urban","530463","6","5","2.0000000000000000","1.8000000000000000","6","3","15","3.0000000000000000","530463","6","1","Business Traveler"
"532063","F","true","false","1970-08-14","54","Senior","2023-01-15","2023-01-01 00:00:00+00","usa","chicago","UGN","42.422","-87.868","Urban","532063","6","6","0.83333333333333333333","1.1666666666666667","6","3","6","2.3333333333333333","532063","6","1","Business Traveler"
"537066","F","false","false","1985-08-07","39","Middle-Aged","2023-01-17","2023-01-01 00:00:00+00","usa","chicago","UGN","42.422","-87.868","Urban","537066","5","4","3.0000000000000000","1.00000000000000000000","5","4","12","3.0000000000000000","537066","6","1","Business Traveler"
"539221","F","true","true","1970-06-26","54","Senior","2023-01-19","2023-01-01 00:00:00+00","usa","new york","JFK","40.64","-73.779","Urban","539221","3","6","2.8333333333333333","1.3333333333333333","3","2","27","3.0000000000000000","539221","6","1","Business Traveler"
"540347","F","false","true","1996-11-26","28","Young Adult","2023-01-19","2023-01-01 00:00:00+00","usa","san antonio","SKF","29.384","-98.581","Urban","540347","6","6","1.1666666666666667","1.00000000000000000000","6","2","7","2.8333333333333333","540347","6","1","Business Traveler"
"541649","F","false","false","1986-07-24","38","Middle-Aged","2023-01-20","2023-01-01 00:00:00+00","usa","houston","HOU","29.645","-95.279","Urban","541649","6","6","1.3333333333333333","1.3333333333333333","6","2","10","2.8333333333333333","541649","6","1","Business Traveler"
"543810","F","false","false","1991-05-28","33","Young Adult","2023-01-21","2023-01-01 00:00:00+00","usa","new york","JFK","40.64","-73.779","Urban","543810","5","6","1.5000000000000000","1.00000000000000000000","5","2","9","3.0000000000000000","543810","6","1","Business Traveler"
"546964","F","true","false","1979-08-21","45","Middle-Aged","2023-01-23","2023-01-01 00:00:00+00","usa","new york","JFK","40.64","-73.779","Urban","546964","6","5","1.6000000000000000","1.00000000000000000000","6","3","8","2.6666666666666667","546964","6","1","Business Traveler"
"550805","F","false","false","1983-12-07","41","Middle-Aged","2023-01-24","2023-01-01 00:00:00+00","usa","san francisco","SFO","37.619","-122.375","Urban","550805","5","4","3.5000000000000000","1.2500000000000000","4","4","22","3.0000000000000000","550805","6","1","Business Traveler"
"553955","F","true","false","1975-05-07","49","Middle-Aged","2023-01-26","2023-01-01 00:00:00+00","usa","san antonio","RND","29.529","-98.279","Urban","553955","6","6","1.5000000000000000","1.00000000000000000000","6","2","9","2.6666666666666667","553955","6","1","Business Traveler"
"564100","F","true","false","1985-08-11","39","Middle-Aged","2023-01-31","2023-01-01 00:00:00+00","usa","las vegas","LSV","36.236","-115.034","Urban","564100","5","5","3.2000000000000000","1.6000000000000000","5","3","37","3.0000000000000000","564100","6","1","Business Traveler"
"566336","F","true","false","1974-07-27","50","Middle-Aged","2023-02-01","2023-02-01 00:00:00+00","canada","edmonton","YED","53.667","-113.467","Urban","566336","6","6","0.83333333333333333333","1.8333333333333333","4","2","10","2.0000000000000000","566336","6","1","Business Traveler"
"569863","F","false","false","1984-07-27","40","Middle-Aged","2023-02-03","2023-02-01 00:00:00+00","usa","new york","LGA","40.777","-73.872","Urban","569863","6","5","1.6000000000000000","1.00000000000000000000","5","3","8","3.0000000000000000","569863","6","1","Business Traveler"
"578607","F","false","false","1984-07-08","40","Middle-Aged","2023-02-07","2023-02-01 00:00:00+00","usa","oakland","OAK","37.721","-122.221","Urban","578607","5","4","1.5000000000000000","1.2500000000000000","5","5","8","2.4000000000000000","578607","6","1","Business Traveler"
"579589","F","true","false","1975-04-17","49","Middle-Aged","2023-02-07","2023-02-01 00:00:00+00","usa","houston","EFD","29.607","-95.159","Urban","579589","6","5","2.0000000000000000","1.6000000000000000","6","3","14","3.0000000000000000","579589","6","1","Business Traveler"
"588103","F","true","false","1975-04-24","49","Middle-Aged","2023-02-11","2023-02-01 00:00:00+00","usa","san jose","SJC","37.362","-121.929","Urban","588103","6","5","1.4000000000000000","1.00000000000000000000","5","3","7","2.8000000000000000","588103","6","1","Business Traveler"
"591714","F","true","false","1975-08-10","49","Middle-Aged","2023-02-13","2023-02-01 00:00:00+00","usa","charlotte","CLT","35.214","-80.943","Urban","591714","5","5","2.0000000000000000","1.00000000000000000000","5","3","10","2.6000000000000000","591714","6","1","Business Traveler"
"635300","F","true","false","1978-11-09","46","Middle-Aged","2023-03-04","2023-03-01 00:00:00+00","usa","chicago","ORD","41.979","-87.904","Urban","635300","5","5","2.6000000000000000","1.4000000000000000","5","3","20","2.6000000000000000","635300","6","1","Business Traveler"
"638162","F","false","false","1991-03-28","33","Young Adult","2023-03-05","2023-03-01 00:00:00+00","usa","chicago","ORD","41.979","-87.904","Urban","638162","3","5","3.8000000000000000","1.00000000000000000000","3","3","19","3.0000000000000000","638162","6","1","Business Traveler"
"347778","F","false","false","1974-07-20","50","Middle-Aged","2022-10-03","2022-10-01 00:00:00+00","usa","las vegas","LSV","36.236","-115.034","Urban","347778","5","4","2.2500000000000000","1.7500000000000000","5","5","18","3.0000000000000000","347778","5","1","Business Traveler"
"380949","F","false","false","1978-02-03","47","Middle-Aged","2022-10-26","2022-10-01 00:00:00+00","usa","san antonio","SAT","29.534","-98.47","Urban","380949","5","4","1.8000000000000000","1.00000000000000000000","6","3","9","3.0000000000000000","380949","5","1","Business Traveler"
"388328","F","true","true","1973-11-28","51","Senior","2022-10-31","2022-10-01 00:00:00+00","canada","toronto","YYZ","43.677","-79.631","Urban","388328","3","5","4.6000000000000000","1.00000000000000000000","3","4","23","2.6666666666666667","388328","5","1","Business Traveler"
"389434","F","false","false","1982-05-03","42","Middle-Aged","2022-11-01","2022-11-01 00:00:00+00","usa","new york","LGA","40.777","-73.872","Urban","389434","5","5","1.3333333333333333","1.00000000000000000000","6","2","8","2.8333333333333333","389434","5","1","Business Traveler"
"448564","F","false","false","1975-01-18","50","Middle-Aged","2022-12-04","2022-12-01 00:00:00+00","usa","colorado springs","COS","38.806","-104.7","Suburban","448564","4","5","2.0000000000000000","1.00000000000000000000","3","3","10","3.0000000000000000","448564","5","1","Business Traveler"
"453143","F","false","false","1978-03-12","46","Middle-Aged","2022-12-06","2022-12-01 00:00:00+00","usa","houston","HOU","29.645","-95.279","Urban","453143","4","5","3.0000000000000000","1.00000000000000000000","3","3","15","2.3333333333333333","453143","5","1","Business Traveler"
"457599","F","true","false","1984-11-13","40","Middle-Aged","2022-12-08","2022-12-01 00:00:00+00","usa","columbus","LCK","39.814","-82.928","Urban","457599","4","4","2.5000000000000000","1.00000000000000000000","3","4","10","3.0000000000000000","457599","5","1","Business Traveler"
"462456","F","false","true","1983-12-20","41","Middle-Aged","2022-12-11","2022-12-01 00:00:00+00","canada","toronto","YKZ","43.862","-79.37","Urban","462456","5","3","0.66666666666666666667","1.00000000000000000000","5","5","2","2.2000000000000000","462456","5","1","Business Traveler"
"463910","F","false","false","1980-06-11","44","Middle-Aged","2022-12-12","2022-12-01 00:00:00+00","usa","phoenix","PHX","33.434","-112.008","Urban","463910","5","5","1.8000000000000000","1.2000000000000000","5","3","16","3.0000000000000000","463910","5","1","Business Traveler"
"467892","F","false","false","1992-07-17","32","Young Adult","2022-12-14","2022-12-01 00:00:00+00","usa","new york","JFK","40.64","-73.779","Urban","467892","4","5","2.1666666666666667","1.3333333333333333","5","2","17","2.6000000000000000","467892","5","1","Business Traveler"
"478585","F","false","false","1977-09-28","47","Middle-Aged","2022-12-19","2022-12-01 00:00:00+00","usa","los angeles","LAX","33.942","-118.408","Urban","478585","5","4","1.2500000000000000","1.00000000000000000000","5","4","5","2.6000000000000000","478585","5","1","Business Traveler"
"479071","F","false","false","1987-01-26","38","Middle-Aged","2022-12-19","2022-12-01 00:00:00+00","usa","baltimore","BWI","39.175","-76.668","Urban","479071","4","5","1.6000000000000000","1.00000000000000000000","4","4","8","2.5000000000000000","479071","5","1","Business Traveler"
"486671","F","true","true","1969-01-06","56","Senior","2022-12-23","2022-12-01 00:00:00+00","usa","louisville","LOU","38.228","-85.664","Urban","486671","5","4","2.5000000000000000","2.0000000000000000","5","4","20","3.0000000000000000","486671","5","1","Business Traveler"
"487715","F","true","false","1974-12-05","50","Middle-Aged","2022-12-24","2022-12-01 00:00:00+00","usa","seattle","SEA","47.449","-122.309","Urban","487715","5","4","1.2000000000000000","1.00000000000000000000","6","3","6","2.5000000000000000","487715","5","1","Business Traveler"
"495042","F","true","false","1976-01-03","49","Middle-Aged","2022-12-27","2022-12-01 00:00:00+00","usa","los angeles","LAX","33.942","-118.408","Urban","495042","4","5","2.6000000000000000","1.00000000000000000000","4","3","13","2.7500000000000000","495042","5","1","Business Traveler"
"498287","M","false","false","1982-03-09","42","Middle-Aged","2022-12-29","2022-12-01 00:00:00+00","usa","san francisco","SFO","37.619","-122.375","Urban","498287","5","5","0.80000000000000000000","1.8000000000000000","5","3","12","2.2000000000000000","498287","5","1","Business Traveler"
"499979","F","true","false","1974-08-11","50","Middle-Aged","2022-12-30","2022-12-01 00:00:00+00","canada","toronto","YYZ","43.677","-79.631","Urban","499979","5","4","2.2500000000000000","1.2500000000000000","5","6","10","3.0000000000000000","499979","5","1","Business Traveler"
"501947","F","true","true","1971-11-02","53","Senior","2022-12-31","2022-12-01 00:00:00+00","canada","toronto","YKZ","43.862","-79.37","Urban","501947","4","4","1.2000000000000000","1.00000000000000000000","5","5","6","1.8000000000000000","501947","5","1","Business Traveler"
"502847","F","true","false","1973-08-09","51","Senior","2022-12-31","2022-12-01 00:00:00+00","usa","grand rapids","GRR","42.881","-85.523","Suburban","502847","4","5","1.8000000000000000","1.2000000000000000","4","3","11","3.0000000000000000","502847","5","1","Business Traveler"
"505771","F","true","true","1968-05-27","56","Senior","2023-01-02","2023-01-01 00:00:00+00","canada","montreal","YUL","45.468","-73.741","Urban","505771","5","4","0.50000000000000000000","1.2500000000000000","5","5","1","1.8000000000000000","505771","5","1","Business Traveler"
"507732","M","false","false","1978-07-10","46","Middle-Aged","2023-01-03","2023-01-01 00:00:00+00","usa","new york","JFK","40.64","-73.779","Urban","507732","3","5","3.6666666666666667","1.1666666666666667","2","2","26","3.0000000000000000","507732","5","1","Business Traveler"
"510061","F","true","true","1975-12-18","49","Middle-Aged","2023-01-04","2023-01-01 00:00:00+00","usa","new york","LGA","40.777","-73.872","Urban","510061","5","4","2.0000000000000000","1.00000000000000000000","5","4","8","2.8000000000000000","510061","5","1","Business Traveler"
"510754","F","false","false","1980-03-24","44","Middle-Aged","2023-01-05","2023-01-01 00:00:00+00","usa","charlotte","CLT","35.214","-80.943","Urban","510754","4","5","2.0000000000000000","1.2000000000000000","4","3","14","2.7500000000000000","510754","5","1","Business Traveler"
"510836","F","false","false","1983-01-12","42","Middle-Aged","2023-01-05","2023-01-01 00:00:00+00","usa","nashville","BNA","36.124","-86.678","Urban","510836","5","5","1.2000000000000000","1.00000000000000000000","5","3","6","2.6000000000000000","510836","5","1","Business Traveler"
"512283","F","false","false","1977-10-11","47","Middle-Aged","2023-01-05","2023-01-01 00:00:00+00","canada","montreal","YMX","45.68","-74.039","Urban","512283","5","5","1.00000000000000000000","1.00000000000000000000","5","4","5","2.6000000000000000","512283","5","1","Business Traveler"
"512295","F","false","false","1980-04-01","44","Middle-Aged","2023-01-05","2023-01-01 00:00:00+00","usa","las vegas","LAS","36.08","-115.152","Urban","512295","5","4","1.7500000000000000","1.00000000000000000000","5","4","7","3.0000000000000000","512295","5","1","Business Traveler"
"512695","F","true","false","1977-02-14","47","Middle-Aged","2023-01-06","2023-01-01 00:00:00+00","usa","omaha","OMA","41.302","-95.894","Suburban","512695","5","3","1.6666666666666667","1.00000000000000000000","5","5","5","3.0000000000000000","512695","5","1","Business Traveler"
"513397","F","false","false","1970-08-20","54","Senior","2023-01-06","2023-01-01 00:00:00+00","usa","new york","JFK","40.64","-73.779","Urban","513397","4","4","2.7500000000000000","1.00000000000000000000","4","4","11","3.0000000000000000","513397","5","1","Business Traveler"
"513964","F","false","false","1974-12-08","50","Middle-Aged","2023-01-06","2023-01-01 00:00:00+00","usa","colorado springs","COS","38.806","-104.7","Suburban","513964","5","3","1.3333333333333333","1.00000000000000000000","5","5","4","2.0000000000000000","513964","5","1","Business Traveler"
"514526","F","true","true","1974-06-16","50","Middle-Aged","2023-01-06","2023-01-01 00:00:00+00","usa","jacksonville","NIP","30.236","-81.681","Urban","514526","5","5","1.00000000000000000000","1.2000000000000000","5","3","7","2.2000000000000000","514526","5","1","Business Traveler"
"515058","F","false","false","1974-03-21","50","Middle-Aged","2023-01-07","2023-01-01 00:00:00+00","canada","saskatoon","YXE","52.171","-106.7","Rural","515058","4","5","2.2000000000000000","1.2000000000000000","4","3","16","3.0000000000000000","515058","5","1","Business Traveler"
"515344","M","false","false","1976-01-09","49","Middle-Aged","2023-01-07","2023-01-01 00:00:00+00","usa","new york","LGA","40.777","-73.872","Urban","515344","3","5","4.2000000000000000","1.2000000000000000","3","3","30","2.3333333333333333","515344","5","1","Business Traveler"
"515586","F","false","false","1969-07-04","55","Senior","2023-01-07","2023-01-01 00:00:00+00","usa","san diego","SAN","32.733","-117.189","Urban","515586","5","3","2.3333333333333333","1.00000000000000000000","5","6","7","3.0000000000000000","515586","5","1","Business Traveler"
"516269","F","false","false","1986-09-07","38","Middle-Aged","2023-01-07","2023-01-01 00:00:00+00","usa","stockton","SCK","37.894","-121.239","Suburban","516269","4","5","2.4000000000000000","1.4000000000000000","4","4","14","3.0000000000000000","516269","5","1","Business Traveler"
"516375","F","true","false","1985-12-09","39","Middle-Aged","2023-01-07","2023-01-01 00:00:00+00","usa","houston","IAH","29.98","-95.34","Urban","516375","5","5","2.0000000000000000","1.00000000000000000000","5","4","10","3.0000000000000000","516375","5","1","Business Traveler"
"517076","F","false","false","1985-06-28","39","Middle-Aged","2023-01-08","2023-01-01 00:00:00+00","usa","charlotte","CLT","35.214","-80.943","Urban","517076","2","5","6.8000000000000000","1.2000000000000000","2","3","47","3.0000000000000000","517076","5","1","Business Traveler"
"517438","M","false","false","1984-12-25","40","Middle-Aged","2023-01-08","2023-01-01 00:00:00+00","usa","nashville","BNA","36.124","-86.678","Urban","517438","5","5","0.80000000000000000000","1.2000000000000000","4","4","4","2.2500000000000000","517438","5","1","Business Traveler"
"518092","F","false","false","1979-03-10","45","Middle-Aged","2023-01-08","2023-01-01 00:00:00+00","usa","new york","JFK","40.64","-73.779","Urban","518092","5","3","1.6666666666666667","1.00000000000000000000","5","5","5","2.2000000000000000","518092","5","1","Business Traveler"
"518324","F","false","false","1984-01-12","41","Middle-Aged","2023-01-08","2023-01-01 00:00:00+00","usa","norfolk","NGU","36.938","-76.289","Suburban","518324","5","5","0.40000000000000000000","1.2000000000000000","4","3","3","2.0000000000000000","518324","5","1","Business Traveler"
"518629","F","false","false","1975-11-18","49","Middle-Aged","2023-01-08","2023-01-01 00:00:00+00","usa","indianapolis","IND","39.717","-86.294","Urban","518629","5","5","1.5000000000000000","1.00000000000000000000","6","2","9","3.0000000000000000","518629","5","1","Business Traveler"
"518751","F","false","false","1991-01-17","34","Young Adult","2023-01-09","2023-01-01 00:00:00+00","usa","indianapolis","IND","39.717","-86.294","Urban","518751","5","3","0.66666666666666666667","1.00000000000000000000","5","5","2","2.6000000000000000","518751","5","1","Business Traveler"
"520311","F","true","true","1975-12-14","49","Middle-Aged","2023-01-09","2023-01-01 00:00:00+00","usa","milwaukee","MKE","42.947","-87.896","Urban","520311","4","2","6.0000000000000000","1.00000000000000000000","4","6","12","3.0000000000000000","520311","5","1","Business Traveler"
"520491","M","false","true","1969-05-24","55","Senior","2023-01-09","2023-01-01 00:00:00+00","usa","new york","LGA","40.777","-73.872","Urban","520491","4","4","1.5000000000000000","1.2500000000000000","4","4","7","2.2500000000000000","520491","5","1","Business Traveler"
"521060","F","false","false","1984-07-02","40","Middle-Aged","2023-01-10","2023-01-01 00:00:00+00","usa","burlington","BTV","44.472","-73.153","Suburban","521060","4","5","3.4000000000000000","1.4000000000000000","4","3","29","2.7500000000000000","521060","5","1","Business Traveler"
"521404","F","false","false","1979-02-09","46","Middle-Aged","2023-01-10","2023-01-01 00:00:00+00","usa","detroit","DTW","42.212","-83.353","Urban","521404","4","5","2.6000000000000000","1.4000000000000000","4","3","22","3.0000000000000000","521404","5","1","Business Traveler"
"523484","F","false","false","1982-08-02","42","Middle-Aged","2023-01-11","2023-01-01 00:00:00+00","usa","new york","LGA","40.777","-73.872","Urban","523484","4","3","3.3333333333333333","1.00000000000000000000","4","5","10","2.2500000000000000","523484","5","1","Business Traveler"
"523612","F","true","true","1978-04-01","46","Middle-Aged","2023-01-11","2023-01-01 00:00:00+00","usa","seattle","SEA","47.449","-122.309","Urban","523612","2","5","3.8000000000000000","1.00000000000000000000","2","3","19","2.5000000000000000","523612","5","1","Business Traveler"
"523756","F","false","false","1996-04-01","28","Young Adult","2023-01-11","2023-01-01 00:00:00+00","usa","houston","HOU","29.645","-95.279","Urban","523756","4","5","1.8000000000000000","1.4000000000000000","4","3","17","2.5000000000000000","523756","5","1","Business Traveler"
"523819","F","true","false","1981-06-13","43","Middle-Aged","2023-01-11","2023-01-01 00:00:00+00","usa","riverside","RIV","33.881","-117.259","Suburban","523819","2","5","2.6000000000000000","1.00000000000000000000","2","3","13","3.0000000000000000","523819","5","1","Business Traveler"
"523981","F","false","false","1971-11-11","53","Senior","2023-01-11","2023-01-01 00:00:00+00","canada","edmonton","YEG","53.31","-113.58","Urban","523981","4","4","2.7500000000000000","1.2500000000000000","4","4","17","2.7500000000000000","523981","5","1","Business Traveler"
"524180","F","false","false","1967-09-06","57","Senior","2023-01-11","2023-01-01 00:00:00+00","canada","montreal","YUL","45.468","-73.741","Urban","524180","5","5","1.8000000000000000","1.4000000000000000","3","3","14","3.0000000000000000","524180","5","1","Business Traveler"
"524607","F","true","false","1987-09-14","37","Middle-Aged","2023-01-11","2023-01-01 00:00:00+00","usa","los angeles","LAX","33.942","-118.408","Urban","524607","5","3","2.6666666666666667","1.00000000000000000000","5","5","8","2.8000000000000000","524607","5","1","Business Traveler"
"524668","F","false","false","1977-11-20","47","Middle-Aged","2023-01-11","2023-01-01 00:00:00+00","usa","new york","JFK","40.64","-73.779","Urban","524668","4","5","2.4000000000000000","1.2000000000000000","3","5","17","1.6666666666666667","524668","5","1","Business Traveler"
"525447","F","false","false","1969-01-28","56","Senior","2023-01-12","2023-01-01 00:00:00+00","usa","tucson","DMA","32.166","-110.883","Suburban","525447","3","5","4.0000000000000000","1.00000000000000000000","3","3","24","1.6666666666666667","525447","5","1","Business Traveler"
"525722","F","false","false","1973-09-10","51","Senior","2023-01-12","2023-01-01 00:00:00+00","usa","phoenix","LUF","33.535","-112.383","Urban","525722","5","4","1.00000000000000000000","1.00000000000000000000","5","5","4","2.6000000000000000","525722","5","1","Business Traveler"
"525920","M","false","false","1980-08-15","44","Middle-Aged","2023-01-12","2023-01-01 00:00:00+00","usa","madison","MSN","43.14","-89.337","Suburban","525920","3","4","2.7500000000000000","2.0000000000000000","3","4","21","2.0000000000000000","525920","5","1","Business Traveler"
"526297","F","false","false","1984-06-03","40","Middle-Aged","2023-01-12","2023-01-01 00:00:00+00","usa","newport news","PHF","37.132","-76.493","Suburban","526297","5","4","2.0000000000000000","1.00000000000000000000","5","4","8","3.0000000000000000","526297","5","1","Business Traveler"
"526492","F","true","false","1979-06-22","45","Middle-Aged","2023-01-12","2023-01-01 00:00:00+00","usa","dallas","DAL","32.847","-96.852","Urban","526492","3","4","8.2500000000000000","1.2500000000000000","3","5","50","2.0000000000000000","526492","5","1","Business Traveler"
"526913","F","true","true","1968-02-11","57","Senior","2023-01-12","2023-01-01 00:00:00+00","usa","san francisco","SFO","37.619","-122.375","Urban","526913","4","4","2.5000000000000000","1.00000000000000000000","4","4","10","3.0000000000000000","526913","5","1","Business Traveler"
"527824","F","true","false","1978-06-17","46","Middle-Aged","2023-01-13","2023-01-01 00:00:00+00","usa","new york","JFK","40.64","-73.779","Urban","527824","5","5","1.2000000000000000","1.00000000000000000000","5","3","6","2.2000000000000000","527824","5","1","Business Traveler"
"528281","F","false","false","1971-08-09","53","Senior","2023-01-13","2023-01-01 00:00:00+00","canada","calgary","YYC","51.114","-114.02","Urban","528281","3","5","4.0000000000000000","1.6000000000000000","2","3","25","3.0000000000000000","528281","5","1","Business Traveler"
"528828","F","false","false","1982-05-23","42","Middle-Aged","2023-01-13","2023-01-01 00:00:00+00","usa","san francisco","SFO","37.619","-122.375","Urban","528828","4","3","2.6666666666666667","1.3333333333333333","4","5","15","1.7500000000000000","528828","5","1","Business Traveler"
"529309","F","false","false","1982-09-02","42","Middle-Aged","2023-01-14","2023-01-01 00:00:00+00","usa","san antonio","SKF","29.384","-98.581","Urban","529309","4","5","3.0000000000000000","1.2000000000000000","4","3","23","2.7500000000000000","529309","5","1","Business Traveler"
"529338","O","false","false","1983-03-19","41","Middle-Aged","2023-01-14","2023-01-01 00:00:00+00","usa","new york","LGA","40.777","-73.872","Urban","529338","5","5","1.2000000000000000","1.4000000000000000","5","3","9","2.4000000000000000","529338","5","1","Business Traveler"
"530118","F","false","false","1981-03-25","43","Middle-Aged","2023-01-14","2023-01-01 00:00:00+00","usa","indianapolis","IND","39.717","-86.294","Urban","530118","5","5","1.00000000000000000000","1.00000000000000000000","5","3","5","2.4000000000000000","530118","5","1","Business Traveler"
"531020","M","false","false","1976-07-25","48","Middle-Aged","2023-01-15","2023-01-01 00:00:00+00","usa","los angeles","LAX","33.942","-118.408","Urban","531020","5","5","0.60000000000000000000","1.2000000000000000","5","3","5","2.4000000000000000","531020","5","1","Business Traveler"
"531158","F","false","false","1983-08-05","41","Middle-Aged","2023-01-15","2023-01-01 00:00:00+00","usa","newark","EWR","40.692","-74.169","Urban","531158","5","5","1.4000000000000000","1.2000000000000000","5","3","9","2.8000000000000000","531158","5","1","Business Traveler"
"531253","F","true","true","1972-10-28","52","Senior","2023-01-15","2023-01-01 00:00:00+00","usa","new york","LGA","40.777","-73.872","Urban","531253","4","5","3.6000000000000000","1.6000000000000000","4","3","21","2.7500000000000000","531253","5","1","Business Traveler"
