"user_id","gender","married","birthdate","age","age_group","sign_up_date","signup_month","home_country","home_city","home_airport","home_airport_lat","home_airport_lon","airport_data_quality","user_id","total_sessions","first_session","last_session","avg_session_duration","booking_ratio","avg_flight_discount","avg_hotel_discount","total_page_clicks","total_cancellations","user_id","total_flights","avg_flight_fare","preferred_airline","avg_seats_booked","total_checked_bags","avg_trip_duration","user_id","total_hotels","avg_hotel_spend","avg_nights_stayed","total_rooms_booked","user_id","lifetime_value","user_id","total_trips","active_years","user_id","engagement_score","avg_clicks_per_session","reward_tier"
"531456","F","false","2005-02-26","19","Teenager","2023-01-15","2023-01-01 00:00:00+00","canada","vancouver","YVR","49.195","-123.182","Valid","531456","8","2023-01-15 20:15:00","2023-07-06 16:43:22","54.0000000000000000","0.25","0.37500000000000000000","0.00000000000000000000","58","0","","","","","","","","531456","2","83.5000000000000000","2.5000000000000000","4","531456","928","531456","2","1","531456","0.34416999319557967","7","Basic Member - Earn Points on Bookings"
"539338","F","false","1986-01-06","39","Middle-Aged","2023-01-19","2023-01-01 00:00:00+00","usa","new york","LGA","40.777","-73.872","Valid","539338","8","2023-01-19 07:02:00","2023-07-18 16:54:51","117.3750000000000000","0.375","0.12500000000000000000","0.12500000000000000000","127","0","539338","3","492.5433333333333333","United Airlines","1.00000000000000000000","1","288000.000000000000","539338","2","151.0000000000000000","2.5000000000000000","2","539338","2164.63","539338","3","1","539338","0.3850058646238659","15","Silver Member - Discounted Flights & Early Booking Access"
"546509","F","false","1975-08-24","49","Middle-Aged","2023-01-22","2023-01-01 00:00:00+00","usa","detroit","YIP","42.238","-83.53","Valid","546509","8","2023-01-22 19:03:00","2023-07-14 11:55:01","110.3750000000000000","0.375","0.37500000000000000000","0.25000000000000000000","118","0","546509","3","345.0066666666666667","WestJet","1.00000000000000000000","1","345600.000000000000","546509","3","138.0000000000000000","2.0000000000000000","3","546509","1921.02","546509","3","1","546509","0.38434871443452484","14","Basic Member - Earn Points on Bookings"
"547776","F","false","1980-07-05","44","Middle-Aged","2023-01-23","2023-01-01 00:00:00+00","usa","fort worth","FTW","32.82","-97.362","Valid","547776","8","2023-01-23 05:50:00","2023-06-22 21:14:23","115.7500000000000000","0.375","0.12500000000000000000","0.37500000000000000000","124","0","547776","3","409.7600000000000000","United Airlines","1.3333333333333333","3","288000.000000000000","547776","3","199.3333333333333333","2.3333333333333333","4","547776","3105.28","547776","3","1","547776","0.3875433151620361","15","Silver Member - Discounted Flights & Early Booking Access"
"548307","F","true","1973-03-26","51","Senior","2023-01-23","2023-01-01 00:00:00+00","usa","denver","DEN","39.858","-104.667","Valid","548307","8","2023-01-23 22:46:00","2023-04-30 16:12:14","96.8750000000000000","0.25","0.12500000000000000000","0.00000000000000000000","104","0","548307","2","370.6000000000000000","United Airlines","1.00000000000000000000","0","561600.000000000000","548307","2","77.0000000000000000","5.0000000000000000","2","548307","1511.20","548307","2","1","548307","0.3457432044365948","13","Basic Member - Earn Points on Bookings"
"549141","F","true","1995-11-01","29","Young Adult","2023-01-24","2023-01-01 00:00:00+00","usa","santa ana","SNA","33.676","-117.868","Valid","549141","8","2023-01-24 15:53:00","2023-03-30 15:03:15","88.8750000000000000","0.25","0.25000000000000000000","0.25000000000000000000","97","0","","","","","","","","549141","2","316.5000000000000000","4.0000000000000000","4","549141","11053","549141","2","1","549141","0.3714826883520924","12","Platinum Member - Free Lounge Access & Priority Boarding"
"549992","F","false","1990-07-06","34","Young Adult","2023-01-24","2023-01-01 00:00:00+00","canada","halifax","YHZ","44.881","-63.509","Valid","549992","8","2023-01-24 07:01:00","2023-05-21 11:16:44","105.1250000000000000","0.25","0.12500000000000000000","0.12500000000000000000","113","0","549992","2","456.2000000000000000","United Airlines","1.00000000000000000000","1","86400.000000000000","549992","1","136.0000000000000000","0.00000000000000000000","1","549992","912.40","549992","2","1","549992","0.3441279114134126","14","Basic Member - Earn Points on Bookings"
"551685","M","true","1957-07-19","67","Senior","2023-01-25","2023-01-01 00:00:00+00","usa","san antonio","RND","29.529","-98.279","Valid","551685","8","2023-01-25 15:33:00","2023-07-07 20:54:10","96.8750000000000000","0.125","0.25000000000000000000","0.25000000000000000000","103","0","551685","1","295.0100000000000000","American Airlines","1.00000000000000000000","0","345600.000000000000","551685","1","225.0000000000000000","3.0000000000000000","1","551685","970.01","551685","1","1","551685","0.30678331727691543","12","Basic Member - Earn Points on Bookings"
"559277","F","false","1994-03-17","30","Young Adult","2023-01-29","2023-01-01 00:00:00+00","canada","edmonton","YEG","53.31","-113.58","Valid","559277","8","2023-01-29 19:32:00","2023-05-01 13:52:22","169.8750000000000000","0.5","0.25000000000000000000","0.12500000000000000000","185","0","559277","1","568.6500000000000000","Finnair","1.00000000000000000000","0","86400.000000000000","559277","4","175.7500000000000000","6.5000000000000000","4","559277","5391.65","559277","4","1","559277","0.43121091287314683","23","Gold Member - Free Checked Bags & Hotel Discounts"
"560508","F","false","1970-07-15","54","Senior","2023-01-29","2023-01-01 00:00:00+00","usa","minneapolis","MSP","44.88","-93.217","Valid","560508","8","2023-01-29 05:48:00","2023-07-02 11:40:08","102.3750000000000000","0.125","0.12500000000000000000","0.12500000000000000000","110","0","560508","1","323.1400000000000000","Southwest Airlines","1.00000000000000000000","0","259200.000000000000","","","","","","560508","323.14","560508","1","1","560508","0.3050383530185556","13","Basic Member - Earn Points on Bookings"
"560991","F","true","1970-10-16","54","Senior","2023-01-29","2023-01-01 00:00:00+00","usa","philadelphia","PNE","40.082","-75.011","Valid","560991","8","2023-01-29 13:09:00","2023-07-12 21:56:01","153.6250000000000000","0.5","0.25000000000000000000","0.12500000000000000000","163","0","560991","4","291.4325000000000000","Southwest Airlines","1.00000000000000000000","2","777600.000000000000","560991","4","137.2500000000000000","7.0000000000000000","4","560991","5061.73","560991","4","1","560991","0.43032093713131603","20","Gold Member - Free Checked Bags & Hotel Discounts"
"562398","F","false","1984-12-05","40","Middle-Aged","2023-01-30","2023-01-01 00:00:00+00","usa","tacoma","TCM","47.138","-122.476","Valid","562398","9","2023-01-30 16:10:00","2023-07-14 16:21:15","133.0000000000000000","0.4444444444444444","0.33333333333333333333","0.22222222222222222222","161","0","562398","3","436.0500000000000000","United Airlines","1.00000000000000000000","1","475200.000000000000","562398","4","177.7500000000000000","5.0000000000000000","5","562398","6350.15","562398","4","1","562398","0.4504631813479634","17","Gold Member - Free Checked Bags & Hotel Discounts"
"566881","M","true","1970-10-10","54","Senior","2023-02-01","2023-02-01 00:00:00+00","usa","new york","LGA","40.777","-73.872","Valid","566881","8","2023-02-01 09:26:00","2023-06-26 21:13:12","103.8750000000000000","0.625","0.25000000000000000000","0.00000000000000000000","112","0","566881","5","648.4480000000000000","United Airlines","1.2000000000000000","4","432000.000000000000","566881","4","103.0000000000000000","3.7500000000000000","5","566881","4899.24","566881","5","1","566881","0.4673826122092438","14","Silver Member - Discounted Flights & Early Booking Access"
"567458","F","false","2006-04-18","18","Teenager","2023-02-02","2023-02-01 00:00:00+00","usa","san antonio","RND","29.529","-98.279","Valid","567458","8","2023-02-02 08:36:00","2023-06-24 20:19:58","91.7500000000000000","0.125","0.00000000000000000000","0.12500000000000000000","98","0","567458","1","457.0400000000000000","Delta Air Lines","1.00000000000000000000","1","172800.000000000000","567458","1","87.0000000000000000","1.00000000000000000000","1","567458","544.04","567458","1","1","567458","0.30563424184424187","12","Basic Member - Earn Points on Bookings"
"570162","F","false","1987-06-07","37","Middle-Aged","2023-02-03","2023-02-01 00:00:00+00","usa","nashville","BNA","36.124","-86.678","Valid","570162","8","2023-02-03 18:45:00","2023-07-14 17:17:39","153.8750000000000000","0.5","0.37500000000000000000","0.12500000000000000000","165","0","570162","3","285.2100000000000000","Porter Airlines","1.3333333333333333","2","288000.000000000000","570162","4","137.2500000000000000","6.0000000000000000","5","570162","2880.63","570162","4","1","570162","0.4244373105233289","20","Silver Member - Discounted Flights & Early Booking Access"
"579714","F","true","1938-09-09","86","Senior","2023-02-07","2023-02-01 00:00:00+00","usa","mobile","MOB","30.691","-88.243","Valid","579714","8","2023-02-07 20:06:00","2023-07-10 21:37:17","100.2500000000000000","0.25","0.00000000000000000000","0.00000000000000000000","109","0","","","","","","","","579714","2","84.5000000000000000","10.0000000000000000","4","579714","3685","579714","2","1","579714","0.3516071389285679","13","Silver Member - Discounted Flights & Early Booking Access"
"586701","M","false","1982-05-05","42","Middle-Aged","2023-02-11","2023-02-01 00:00:00+00","usa","philadelphia","PNE","40.082","-75.011","Valid","586701","8","2023-02-11 21:57:00","2023-06-29 08:44:15","184.1250000000000000","0.5","0.25000000000000000000","0.12500000000000000000","197","0","586701","3","200.8366666666666667","United Airlines","1.00000000000000000000","1","216000.000000000000","586701","4","185.5000000000000000","4.2500000000000000","4","586701","2965.51","586701","4","1","586701","0.42466627857912","24","Silver Member - Discounted Flights & Early Booking Access"
"614846","M","true","1955-03-23","69","Senior","2023-02-23","2023-02-01 00:00:00+00","usa","columbus","LCK","39.814","-82.928","Valid","614846","8","2023-02-23 17:16:00","2023-07-13 09:29:30","56.5000000000000000","0","0.12500000000000000000","0.25000000000000000000","60","0","","","","","","","","","","","","","614846","0","614846","0","1","614846","0.26666666666666666","7","Basic Member - Earn Points on Bookings"
"623949","M","true","1976-05-21","48","Middle-Aged","2023-02-27","2023-02-01 00:00:00+00","usa","new york","LGA","40.777","-73.872","Valid","623949","8","2023-02-27 01:10:00","2023-07-12 15:15:42","102.7500000000000000","0.375","0.25000000000000000000","0.00000000000000000000","110","0","623949","3","95.7566666666666667","JetBlue Airways","1.00000000000000000000","2","489600.000000000000","623949","3","161.6666666666666667","4.6666666666666667","3","623949","2159.27","623949","3","1","623949","0.3849914057551213","13","Silver Member - Discounted Flights & Early Booking Access"
"700237","F","false","1976-09-24","48","Middle-Aged","2023-03-28","2023-03-01 00:00:00+00","usa","atlanta","ATL","33.64","-84.427","Valid","700237","8","2023-03-28 21:28:00","2023-07-15 10:23:44","1145.7500000000000000","0.5","0.25000000000000000000","0.25000000000000000000","465","1","700237","4","439.2425000000000000","JetBlue Airways","1.2500000000000000","3","302400.000000000000","700237","4","91.7500000000000000","1.7500000000000000","5","700237","2741.97","700237","3","1","700237","0.42406326822106694","58","Silver Member - Discounted Flights & Early Booking Access"
"101961","F","true","1980-09-14","44","Middle-Aged","2022-02-17","2022-02-01 00:00:00+00","usa","boston","BOS","42.364","-71.005","Valid","101961","8","2023-01-19 03:38:00","2023-06-22 13:30:01","117.7500000000000000","0.625","0.25000000000000000000","0.12500000000000000000","126","0","101961","5","248.5320000000000000","United Airlines","1.00000000000000000000","2","414720.000000000000","101961","5","136.0000000000000000","3.8000000000000000","5","101961","3671.66","101961","5","1","101961","0.46407115360971474","15","Silver Member - Discounted Flights & Early Booking Access"
"372970","F","false","1990-04-01","34","Young Adult","2022-10-21","2022-10-01 00:00:00+00","usa","charlotte","CLT","35.214","-80.943","Valid","372970","8","2023-01-26 20:23:00","2023-05-22 19:48:15","94.6250000000000000","0.25","0.25000000000000000000","0.25000000000000000000","100","0","372970","2","646.6500000000000000","Allegiant Air","1.00000000000000000000","1","172800.000000000000","372970","2","204.0000000000000000","0.00000000000000000000","2","372970","1437.3","372970","2","1","372970","0.345543855481329","12","Basic Member - Earn Points on Bookings"
"389759","F","false","1991-06-02","33","Young Adult","2022-11-01","2022-11-01 00:00:00+00","usa","anchorage","ANC","61.174","-149.996","Valid","389759","8","2023-01-16 04:13:00","2023-06-14 11:45:22","143.8750000000000000","0.375","0.37500000000000000000","0.00000000000000000000","156","0","389759","3","1058.5633333333333333","United Airlines","1.6666666666666667","1","259200.000000000000","389759","3","186.6666666666666667","1.6666666666666667","5","389759","5559.69","389759","3","1","389759","0.3941642091984901","19","Gold Member - Free Checked Bags & Hotel Discounts"
"431912","F","false","1988-08-27","36","Middle-Aged","2022-11-25","2022-11-01 00:00:00+00","usa","detroit","DET","42.409","-83.01","Valid","431912","8","2023-01-05 19:50:00","2023-07-16 03:28:56","76.6250000000000000","0.125","0.12500000000000000000","0.12500000000000000000","82","0","431912","1","295.8900000000000000","Avianca - Aerovias Nacionales de Colombia","2.0000000000000000","1","172800.000000000000","","","","","","431912","295.89","431912","1","1","431912","0.30496484477727015","10","Basic Member - Earn Points on Bookings"
"477285","F","true","1972-05-01","52","Senior","2022-12-18","2022-12-01 00:00:00+00","usa","akron","AKR","41.038","-81.467","Valid","477285","8","2023-01-09 18:20:00","2023-05-15 20:14:52","86.8750000000000000","0.25","0.12500000000000000000","0.25000000000000000000","93","0","477285","2","316.2800000000000000","United Airlines","1.00000000000000000000","1","259200.000000000000","477285","2","199.5000000000000000","1.5000000000000000","2","477285","1194.56","477285","2","1","477285","0.3448890521606088","11","Basic Member - Earn Points on Bookings"
"487002","F","false","2004-03-03","20","Young Adult","2022-12-23","2022-12-01 00:00:00+00","usa","wichita","ICT","37.65","-97.433","Valid","487002","8","2023-01-08 17:26:00","2023-07-13 13:48:31","81.6250000000000000","0.125","0.25000000000000000000","0.00000000000000000000","88","0","487002","1","163.1500000000000000","American Airlines","1.00000000000000000000","0","691200.000000000000","487002","1","102.0000000000000000","7.0000000000000000","1","487002","877.15","487002","1","1","487002","0.3065328227710158","11","Basic Member - Earn Points on Bookings"
"487453","F","false","1981-11-28","43","Middle-Aged","2022-12-24","2022-12-01 00:00:00+00","usa","houston","HOU","29.645","-95.279","Valid","487453","8","2023-01-08 16:50:00","2023-07-15 10:40:15","1184.5000000000000000","0.875","0.25000000000000000000","0.50000000000000000000","506","1","487453","7","309.9414285714285714","United Airlines","1.1428571428571429","4","403200.000000000000","487453","6","193.3333333333333333","5.0000000000000000","7","487453","8627.59","487453","6","1","487453","0.552440023269667","63","Gold Member - Free Checked Bags & Hotel Discounts"
"510676","F","true","1974-12-28","50","Middle-Aged","2023-01-05","2023-01-01 00:00:00+00","usa","new york","LGA","40.777","-73.872","Valid","510676","8","2023-01-05 19:28:00","2023-04-19 03:24:59","117.6250000000000000","0.375","0.00000000000000000000","0.25000000000000000000","125","0","510676","3","290.6966666666666667","WestJet","1.3333333333333333","1","230400.000000000000","510676","3","45.6666666666666667","1.3333333333333333","4","510676","1120.09","510676","3","1","510676","0.3821881656017638","15","Basic Member - Earn Points on Bookings"
"513826","F","false","1981-02-10","43","Middle-Aged","2023-01-06","2023-01-01 00:00:00+00","usa","el paso","BIF","31.849","-106.38","Valid","513826","10","2023-01-06 09:08:00","2023-05-05 12:35:15","120.0000000000000000","0.4","0.30000000000000000000","0.00000000000000000000","160","0","513826","4","447.0525000000000000","United Airlines","1.5000000000000000","2","151200.000000000000","513826","2","120.0000000000000000","1.5000000000000000","4","513826","2346.21","513826","4","1","513826","0.45966235244475667","16","Silver Member - Discounted Flights & Early Booking Access"
"514164","F","true","1977-03-07","47","Middle-Aged","2023-01-06","2023-01-01 00:00:00+00","usa","bakersfield","BFL","35.433","-119.057","Valid","514164","10","2023-01-06 17:49:00","2023-06-28 17:27:17","104.0000000000000000","0.4","0.00000000000000000000","0.20000000000000000000","139","0","514164","3","618.8866666666666667","Southwest Airlines","1.00000000000000000000","1","345600.000000000000","514164","4","189.2500000000000000","3.0000000000000000","4","514164","4282.66","514164","4","1","514164","0.46488602341125834","13","Silver Member - Discounted Flights & Early Booking Access"
"514384","F","false","1980-06-12","44","Middle-Aged","2023-01-06","2023-01-01 00:00:00+00","canada","toronto","YKZ","43.862","-79.37","Valid","514384","8","2023-01-06 17:11:00","2023-03-26 21:57:38","120.5000000000000000","0.125","0.37500000000000000000","0.37500000000000000000","132","0","514384","1","1180.5000000000000000","American Airlines","2.0000000000000000","1","172800.000000000000","514384","1","101.0000000000000000","1.00000000000000000000","2","514384","1382.5","514384","1","1","514384","0.3078960297337164","16","Basic Member - Earn Points on Bookings"
"516620","M","false","1958-01-11","67","Senior","2023-01-07","2023-01-01 00:00:00+00","usa","salt lake city","SLC","40.788","-111.978","Valid","516620","8","2023-01-07 18:25:00","2023-05-15 10:14:36","55.2500000000000000","0","0.12500000000000000000","0.50000000000000000000","59","0","","","","","","","","","","","","","516620","0","516620","0","1","516620","0.26666666666666666","7","Basic Member - Earn Points on Bookings"
"516732","F","true","1984-12-11","40","Middle-Aged","2023-01-08","2023-01-01 00:00:00+00","usa","new york","LGA","40.777","-73.872","Valid","516732","10","2023-01-08 15:34:00","2023-05-27 17:01:57","179.6000000000000000","0.3","0.10000000000000000000","0.10000000000000000000","241","0","516732","2","282.2150000000000000","Porter Airlines","1.00000000000000000000","1","432000.000000000000","516732","3","147.0000000000000000","3.3333333333333333","3","516732","2114.43","516732","3","1","516732","0.42903711427355906","24","Silver Member - Discounted Flights & Early Booking Access"
"521509","F","true","1968-12-25","56","Senior","2023-01-10","2023-01-01 00:00:00+00","usa","new york","LGA","40.777","-73.872","Valid","521509","8","2023-01-10 18:43:00","2023-06-22 13:46:06","168.7500000000000000","0.5","0.25000000000000000000","0.00000000000000000000","182","0","521509","4","309.8625000000000000","Ryanair","1.2500000000000000","2","410400.000000000000","521509","4","200.5000000000000000","3.2500000000000000","5","521509","4582.45","521509","4","1","521509","0.42902805530073695","22","Silver Member - Discounted Flights & Early Booking Access"
"523666","M","true","1970-06-11","54","Senior","2023-01-11","2023-01-01 00:00:00+00","usa","bakersfield","BFL","35.433","-119.057","Valid","523666","8","2023-01-11 11:09:00","2023-06-25 21:54:08","153.3750000000000000","0.5","0.25000000000000000000","0.12500000000000000000","165","0","523666","4","550.3550000000000000","Southwest Airlines","1.00000000000000000000","1","410400.000000000000","523666","4","160.2500000000000000","3.2500000000000000","4","523666","4030.42","523666","4","1","523666","0.4275389266975518","20","Silver Member - Discounted Flights & Early Booking Access"
"536066","F","false","1981-12-18","43","Middle-Aged","2023-01-17","2023-01-01 00:00:00+00","usa","rochester","ROC","43.119","-77.672","Valid","536066","9","2023-01-17 16:29:00","2023-06-20 14:42:58","123.0000000000000000","0.3333333333333333","0.33333333333333333333","0.11111111111111111111","149","0","536066","3","335.0066666666666667","JetBlue Airways","1.3333333333333333","1","316800.000000000000","536066","3","145.6666666666666667","1.6666666666666667","4","536066","2145.02","536066","3","1","536066","0.40578629899897506","16","Silver Member - Discounted Flights & Early Booking Access"
"539267","F","true","1982-01-26","43","Middle-Aged","2023-01-19","2023-01-01 00:00:00+00","usa","philadelphia","PHL","39.872","-75.241","Valid","539267","8","2023-01-19 20:09:00","2023-05-15 13:51:08","87.3750000000000000","0.25","0.00000000000000000000","0.00000000000000000000","93","0","539267","2","293.8750000000000000","United Airlines","2.0000000000000000","1","129600.000000000000","539267","2","99.5000000000000000","0.50000000000000000000","4","539267","815.75","539267","2","1","539267","0.34386719319248643","11","Basic Member - Earn Points on Bookings"
"540652","F","true","1968-10-06","56","Senior","2023-01-19","2023-01-01 00:00:00+00","usa","boston","BOS","42.364","-71.005","Valid","540652","8","2023-01-19 20:13:00","2023-05-08 22:22:55","75.0000000000000000","0","0.12500000000000000000","0.12500000000000000000","80","0","","","","","","","","","","","","","540652","0","540652","0","1","540652","0.26666666666666666","10","Basic Member - Earn Points on Bookings"
"541998","F","false","1982-04-27","42","Middle-Aged","2023-01-20","2023-01-01 00:00:00+00","canada","ottawa","YOW","45.323","-75.669","Valid","541998","8","2023-01-20 18:03:00","2023-03-25 16:05:01","93.1250000000000000","0.375","0.00000000000000000000","0.00000000000000000000","100","0","541998","3","88.5133333333333333","Delta Air Lines","1.00000000000000000000","2","403200.000000000000","541998","3","102.3333333333333333","3.0000000000000000","3","541998","1269.54","541998","3","1","541998","0.3825913144700246","12","Basic Member - Earn Points on Bookings"
"549058","F","true","1994-09-01","30","Young Adult","2023-01-23","2023-01-01 00:00:00+00","canada","toronto","YKZ","43.862","-79.37","Valid","549058","8","2023-01-23 05:06:00","2023-07-17 20:33:34","86.3750000000000000","0.25","0.25000000000000000000","0.25000000000000000000","91","0","549058","2","2298.3700000000000000","China Southern Airlines","1.5000000000000000","2","777600.000000000000","549058","2","394.5000000000000000","8.0000000000000000","2","549058","8408.74","549058","2","1","549058","0.3643496644217655","11","Gold Member - Free Checked Bags & Hotel Discounts"
"550028","M","false","1955-01-12","70","Senior","2023-01-24","2023-01-01 00:00:00+00","canada","montreal","YHU","45.517","-73.417","Valid","550028","8","2023-01-24 11:10:00","2023-05-23 14:42:29","73.6250000000000000","0.125","0.00000000000000000000","0.12500000000000000000","80","0","550028","1","467.3700000000000000","Virgin Atlantic Airways","1.00000000000000000000","1","172800.000000000000","","","","","","550028","467.37","550028","1","1","550028","0.30542742067509127","10","Basic Member - Earn Points on Bookings"
